Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name
J. McClelland,Jason McClelland,57,59,210000,"LW,RW,LB",CAM,Republic of Ireland,25,175,70,1570,336,St. Patrick's Athletic
M. Dabre,Mohammad Dabre,57,68,350000,RW,LM,Italy,19,168,68,1539,348,Swindon Town
O. Wypart,Olivier Wypart,57,67,350000,"LB,CB",LB,Poland,21,182,71,1399,305,Śląsk Wrocław
N. Al Shikaili,Nasser Al Shikaili,57,64,325000,"LM,CM,RM",RM,United Arab Emirates,22,178,54,1446,316,Al Ain FC
M. Osifo,Manuel Osifo,57,75,400000,"CB,RB,RM",CB,Belgium,18,182,70,1452,326,KV Oostende
T. Geerkens,Tom Geerkens,57,67,350000,CDM,CB,Germany,21,185,77,1497,316,Fortuna Düsseldorf
T. Abraham,Timmy Abraham,57,63,275000,ST,ST,England,21,185,78,1415,315,Walsall
T. Nkada,Timothé Nkada,57,66,375000,ST,ST,France,22,177,68,1463,303,Stade de Reims
O. Smyth,Oisin Smyth,57,66,375000,"CAM,CM",CAM,Northern Ireland,22,181,72,1565,337,Oxford United
A. Al-Hamadi,Ali Al-Hamadi,57,68,375000,ST,ST,Iraq,20,187,76,1355,298,Wycombe Wanderers
P. Niyongabire,Pacifique Niyongabire,57,65,375000,RM,RM,Burundi,22,174,71,1515,333,Perth Glory
A. Hunt,Alex Hunt,57,66,375000,"CM,CDM",CAM,England,22,170,60,1542,323,Grimsby Town
M. Rostkowski,Michał Rostkowski,57,64,325000,"LWB,LM",LWB,Poland,21,176,68,1489,319,Górnik Zabrze
A. Besio,Alessio Besio,57,78,525000,ST,ST,Switzerland,18,185,80,1422,308,FC St. Gallen 1879
F. Al Rashidi,Fahad Al Rashidi,57,60,220000,"RM,LM",RM,Saudi Arabia,25,175,68,1502,325,Al Taawoun
M. Danciu,Marian Danciu,57,71,400000,RM,RM,Romania,20,175,68,1323,291,Universitatea Craiova
D. Aguirre,Daniel Aguirre,57,64,325000,CM,CM,United States,22,175,64,1507,318,LA Galaxy
T. Le Bris,Théo Le Bris,57,70,400000,CM,CDM,France,19,165,60,1560,315,FC Lorient
F. Yılmaz,Fatih Yılmaz,57,70,375000,"CB,LB",CB,Turkey,20,186,75,1272,270,GZT Giresunspor
A. Larsson,Alexander Larsson,56,72,375000,ST,ST,Sweden,18,184,80,1343,288,GIF Sundsvall
B. Minnema,Brett Minnema,56,67,275000,GK,GK,Netherlands,20,192,80,806,300,SC Cambuur
A. Al Salem,Ali Al Salem,56,61,200000,LB,LB,Saudi Arabia,23,181,79,1377,302,Al Adalah
F. Potts,Freddie Potts,56,73,350000,"CDM,CM",CDM,England,18,180,70,1518,320,West Ham United
E. Azcona,Edison Azcona,56,74,350000,"LM,CAM",CAM,Dominican Republic,18,168,59,1404,295,Inter Miami CF
J. Bakke,Johan Bakke,56,72,350000,"CM,CDM",CAM,Norway,18,186,71,1527,318,Molde FK
D. Mubama,Divin Mubama,56,74,350000,ST,ST,England,17,183,70,1450,313,West Ham United
M. Kowalski,Mateusz Kowalski,56,75,350000,ST,ST,Poland,16,195,80,1338,293,Jagiellonia Białystok
I. Fray,Ian Fray,56,73,350000,CB,CB,United States,19,183,73,1321,299,Inter Miami CF
L. Zabala,Louis Zabala,56,66,325000,"CM,RB",CAM,Australia,21,175,75,1539,336,Brisbane Roar
C. Boyd-Munce,Caolán Boyd-Munce,56,66,325000,"CM,LWB",CAM,Northern Ireland,22,180,69,1553,329,Middlesbrough
N. Raveyre,Noah Raveyre,56,75,325000,GK,GK,France,17,182,75,872,301,AS Saint-Étienne
M. Roberts,Mitchell Roberts,56,69,325000,"CB,LB",CB,England,21,184,73,1342,292,Birmingham City
S. Aas,Syver Aas,56,76,400000,CM,RM,Norway,18,181,74,1552,334,Odds BK
N. Saintini,Nathanaël Saintini,56,66,300000,CB,CB,France,22,188,85,1316,286,FC Sion
G. Grotta,Giovanni Grotta,56,75,325000,GK,GK,Italy,17,196,76,841,302,Palermo
J. Echave,Juan José Echave,56,62,190000,GK,GK,Chile,21,180,75,999,296,Unión Española
J. Reid,Jayden Reid,56,64,325000,"RM,LM,ST",ST,England,21,185,73,1406,308,Portsmouth
M. Dudek,Mateusz Dudek,56,70,300000,GK,GK,Poland,19,186,78,892,307,PGE FKS Stal Mielec
E. Metu,Emilian Metu,56,73,375000,"CM,CDM",CAM,Austria,19,191,81,1558,339,SK Austria Klagenfurt
A. Lopane,Alessandro Lopane,56,68,325000,"LM,ST,CAM",RM,Australia,18,170,75,1425,311,Western Sydney Wanderers
Wu Wei,Wei Wu,56,58,160000,"CDM,CM",CDM,China PR,25,182,72,1529,336,Dalian Professional Football Club
R. Hughes,Rhys Hughes,56,63,275000,CAM,CAM,Wales,20,180,72,1562,328,Tranmere Rovers
C. Chiappetta,Carmine Chiappetta,56,73,375000,LM,RW,Switzerland,19,175,71,1367,294,FC Winterthur
M. Wolfs,Max Wolfs,56,66,275000,GK,GK,Netherlands,20,190,75,827,299,FC Emmen
A. Benediktsson,Adam Ingi Benediktsson,56,70,300000,GK,GK,Iceland,19,196,89,874,312,IFK Göteborg
Kim Woo Suk,Woo Suk Kim,56,59,170000,CB,CB,Korea Republic,25,187,74,1259,259,Daegu FC
L. Moro,Luca Moro,56,67,325000,ST,ST,Italy,21,189,77,1351,290,Frosinone
Y. Matsenko,Yegor Matsenko,56,69,325000,"CB,CDM",CB,Ukraine,20,188,81,1376,297,Śląsk Wrocław
R. Singh,Reagan Singh,56,56,100000,"RB,RWB",RB,India,31,170,68,1383,298,Hyderabad FC
J. Lindgren,Julius Lindgren,56,62,180000,GK,GK,Sweden,24,184,80,956,304,IFK Norrköping
S. Visentin,Santiago Visentin,56,65,300000,CB,CB,Argentina,23,187,80,1233,263,Cittadella
J. Rooney,Jake Rooney,56,70,300000,"CB,CDM",CB,England,18,188,78,1431,309,Derby County
A. Astudillo,Aaron Astudillo,56,66,300000,RB,RB,Venezuela,22,177,75,1361,294,Universidad Católica
S. Swinkels,Sil Swinkels,56,75,350000,CB,CB,Netherlands,18,190,78,1300,271,Aston Villa
Wang Yang,Yang Wang,56,57,130000,CB,CB,China PR,29,187,70,1397,303,Zhejiang Professional FC
V. Ciriello,Vincenzo Ciriello,56,68,325000,CB,CB,Italy,19,185,75,1290,280,Cittadella
R. Griffiths,Regan Griffiths,56,63,300000,CM,CAM,England,22,181,71,1538,332,Crewe Alexandra
J. Ojrzyński,Jakub Ojrzyński,56,73,325000,GK,GK,Poland,19,196,84,880,312,Radomiak Radom
N. Hayes,Nick Hayes,56,61,170000,GK,GK,England,23,195,84,885,299,Ipswich Town
N. Hernandez,Nicky Hernandez,56,63,275000,"CM,CDM,CAM",CAM,United States,23,178,78,1538,335,FC Dallas
G. Diomandé,Gontie Junior Diomandé,56,69,350000,RM,RM,Côte d'Ivoire,19,180,70,1447,311,SV Ried
Z. Obiero,Zech Obiero,56,67,300000,CAM,CAM,England,17,170,70,1441,307,Leyton Orient
V. Mitrea,Vlad Mitrea,56,68,350000,"CM,CAM,LW",CDM,Romania,21,182,74,1504,328,CS Mioveni
Y. Özdemir,Yusuf Özdemir,56,64,300000,"CDM,LB,LM",CDM,Turkey,21,181,73,1467,310,Aytemiz Alanyaspor
D. Barkers,Dylan Barkers,56,64,300000,CDM,CDM,Netherlands,22,193,86,1403,317,Cheltenham Town
A. Soboń,Adrian Soboń,56,67,300000,CAM,CAM,Poland,19,170,65,1467,305,PGE FKS Stal Mielec
S. Salisu,Saidu Salisu,56,69,350000,ST,ST,Nigeria,20,192,87,1321,288,IFK Göteborg
K. Vargas,Kerwin Vargas,56,68,350000,"ST,RW",ST,Colombia,20,182,74,1382,310,Charlotte FC
V. Akinwale,Victor Akinwale,56,76,400000,ST,ST,England,17,181,60,1418,293,Crystal Palace
D. Noone,Darragh Noone,56,59,190000,"CM,CAM",CM,Republic of Ireland,25,185,78,1471,314,Drogheda United
L. Hey,Lucas Hey,56,74,350000,"CB,CDM",CB,Denmark,19,189,80,1481,319,Lyngby BK
V. Covil,Vaughn Covil,56,76,400000,"CAM,RW,LW",CAM,United States,18,179,80,1437,315,Hull City
J. Justin,Jobby Justin,56,56,150000,ST,ST,India,28,178,73,1485,307,Chennaiyin FC
S. Issah,Saeed Issah,56,65,300000,"CB,LB",CB,Ghana,22,188,75,1252,270,AFC Hermannstadt
W. Akio,William Akio,56,62,230000,RM,RM,South Sudan,23,180,70,1381,307,Ross County FC
B. Diabaté,Bassekou Diabaté,56,66,325000,"ST,RM",ST,Mali,22,184,80,1344,296,Lechia Gdańsk
S. Radebe,Sabelo Radebe,56,65,325000,"CM,CAM",CAM,South Africa,22,167,58,1543,331,Kaizer Chiefs
Z. Larkeche,Ziyad Larkeche,56,72,350000,"LWB,LB",LB,France,19,180,67,1388,299,Barnsley
C. Thiam,Chiekh Thiam,56,65,300000,"RB,RWB,RW",RB,England,20,178,77,1512,327,Fleetwood Town
O. Rosengren,Otto Rosengren,56,75,375000,CM,CAM,Sweden,19,175,70,1556,322,Mjällby AIF
I. Bjerkebo,Isak Bjerkebo,56,72,375000,ST,ST,Sweden,19,178,72,1375,292,Kalmar FF
E. Caffrey,Evan Caffrey,56,67,300000,"CDM,CM",CAM,Republic of Ireland,19,182,72,1614,342,UCD AFC
Han Feng,Feng Han,56,56,15000,GK,GK,China PR,38,188,80,1195,329,Shijiazhuang Ever Bright F.C.
M. Sellinger,Maximilian Sellinger,56,66,300000,CDM,CDM,Austria,20,179,73,1439,309,TSV Egger Glas Hartberg
S. Dalby,Sam Dalby,56,62,230000,ST,ST,England,22,190,78,1359,294,Wrexham AFC
J. Nolan,Jack Nolan,56,63,300000,"LM,LWB",LM,England,21,182,72,1562,342,Accrington Stanley
M. Koné,Mohamed Koné,56,68,300000,GK,GK,Côte d'Ivoire,20,186,78,801,296,Le Havre AC
R. Hauge,Runar Hauge,56,68,350000,"LW,RW",LW,Norway,20,175,70,1540,339,Dundalk FC
S. Hazazi,Sulaiman Hazazi,56,71,325000,LB,LB,Saudi Arabia,19,178,72,1408,325,Al Taawoun
N. Poojary,Nikhil Poojary,56,56,160000,"RW,RB,RM",RW,India,26,178,64,1529,332,Hyderabad FC
M. Salah El Boukammiri,Mohamed Salah El Boukammiri,56,72,350000,LW,LM,Belgium,18,180,70,1432,305,Royale Union Saint-Gilloise
O. Aghatise,Osazee Aghatise,56,69,350000,"CAM,RM",RM,Germany,19,178,69,1471,318,Derby County
Ye Chugui,Chugui Ye,56,56,150000,"CAM,RM,RW",CDM,China PR,27,178,70,1671,343,Guangzhou City
W. Jakobsson,Wille Jakobsson,56,66,275000,GK,GK,Sweden,20,189,85,858,313,IFK Norrköping
P. Chaudhari,Pratik Chaudhari,56,56,90000,CB,CB,India,32,188,80,1281,280,Jamshedpur FC
S. Brennan,Sean Brennan,56,63,275000,CM,CAM,Republic of Ireland,20,172,67,1591,335,UCD AFC
K. O'Sullivan,Karl O'Sullivan,56,66,325000,RM,RM,Republic of Ireland,22,175,70,1490,325,Sligo Rovers
T. Lonergan,Tommy Lonergan,56,69,325000,ST,ST,Republic of Ireland,18,180,77,1389,297,UCD AFC
A. Camara,Amadou Camara,56,65,325000,ST,ST,Mali,22,187,80,1362,305,Sarpsborg 08 FF
M. Lewandowski,Mateusz Lewandowski,56,65,325000,ST,ST,Poland,23,187,83,1385,301,Wisła Płock
Zhao Yingjie,Yingjie Zhao,56,56,140000,"CM,CAM",CM,China PR,29,183,77,1604,342,Tianjin Jinmen Tiger FC
D. Aranda,Diego Aranda,56,72,325000,GK,GK,Paraguay,20,186,85,909,299,Club Sol de América
G. Theocharis,Georgios Theocharis,56,69,300000,GK,GK,Greece,19,189,95,882,301,AEK Athens
Z. Ashworth,Zac Ashworth,56,71,325000,"LWB,LB",LWB,England,19,183,75,1485,316,West Bromwich Albion
G. Molloy,Gavin Molloy,56,62,200000,CDM,CDM,Republic of Ireland,20,183,77,1543,328,Shelbourne FC
K. Bauernfeind,Kilian Bauernfeind,56,67,300000,CM,CAM,Austria,20,193,79,1531,334,WSG Tirol
Asqer Afrden,Afrden Asqer,56,68,325000,"LW,LM",LM,China PR,18,180,75,1368,301,Guangzhou FC
M. Delavallée,Martin Delavallée,56,71,300000,GK,GK,Belgium,18,185,75,1045,327,Royal Charleroi S.C.
S. Roughan,Sean Roughan,56,72,350000,"LB,CB",CB,Republic of Ireland,19,183,73,1364,295,Lincoln City
A. Quinn,Andrew Quinn,56,64,300000,"CB,RB",CB,Republic of Ireland,20,188,76,1304,277,Drogheda United
R. Falchou,Rayane Falchou,56,76,350000,GK,GK,Belgium,17,180,65,955,321,KV Mechelen
H. Perritt,Harry Perritt,56,63,275000,"RB,RWB",RB,England,21,185,70,1420,308,Accrington Stanley
Park Kyu Min,Kyu Min Park,56,66,325000,"RW,LW,CAM",RM,Korea Republic,21,180,71,1347,289,Jeonbuk Hyundai Motors
A. Singh,Arshdeep Singh,56,62,180000,GK,GK,India,24,181,69,897,322,FC Goa
J. Burta,Józef Burta,56,65,275000,GK,GK,Poland,22,195,86,859,305,Śląsk Wrocław
T. De Percin,Théo De Percin,56,67,275000,GK,GK,France,21,185,81,889,307,AJ Auxerre
C. Fenninger,Christoph Fenninger,56,57,170000,"ST,CF",ST,Germany,27,182,78,1367,302,SpVgg Bayreuth
Cui Wei,Wei Cui,56,56,130000,"CDM,CM",RM,China PR,27,178,59,1623,353,Meizhou Hakka
C. Popescu,Călin Popescu,56,66,325000,"RW,LW",CAM,Romania,20,171,63,1509,327,AFC Hermannstadt
A. Tchaptchet,Allan Tchaptchet,56,73,350000,CB,CB,France,20,193,95,1323,279,Grenoble Foot 38
M. Köbbing,Matthias Köbbing,56,60,160000,GK,GK,Germany,25,196,94,926,309,1. FC Köln
H. Sulte,Hunter Sulte,56,70,300000,GK,GK,United States,20,201,88,841,300,Portland Timbers
W. Sands,Will Sands,56,67,300000,"LB,LWB",LB,United States,21,178,74,1471,320,Columbus Crew
D. Jaunegg,David Jaunegg,56,70,325000,RB,CB,Austria,19,189,78,1425,315,WSG Tirol
D. Krasniqi,Dion Krasniqi,56,73,375000,ST,ST,Sweden,18,184,78,1367,305,Varbergs BoIS FC
Paik Sang Hoon,Sang Hoon Paik,56,68,350000,CM,CM,Korea Republic,20,173,70,1479,309,FC Seoul
Zhang Yan,Yan Zhang,56,60,160000,GK,GK,China PR,25,184,78,1004,308,Chengdu Rongcheng F.C.
M. Al Moqahwi,Mohammed Al Moqahwi,56,59,140000,GK,GK,Saudi Arabia,26,179,70,934,314,Al Adalah
J. Grey,Joe Grey,56,69,350000,"LW,ST",ST,England,19,176,73,1422,309,Hartlepool United
A. Salaou,Abundance Salaou,56,74,350000,CDM,CDM,Côte d'Ivoire,17,183,77,1372,301,IFK Göteborg
J. Kindberg,Jakob Kindberg,56,59,130000,GK,GK,Sweden,28,184,80,923,312,Kalmar FF
Lee Ji Hoon,Ji Hoon Lee,56,74,375000,"RM,LM",RM,Korea Republic,20,177,71,1410,303,Sangju Sangmu FC
L. Sousa,Lino Sousa,56,80,425000,LB,LB,England,17,185,70,1437,305,Arsenal
A. Sandach,Adrian Sandach,56,68,300000,GK,GK,Poland,18,190,77,831,308,Korona Kielce
S. Tovide,Samson Tovide,56,69,325000,"ST,RM",ST,England,18,188,78,1533,341,Colchester United
Liu Yue,Yue Liu,56,57,180000,"LM,CM",LM,China PR,24,174,63,1446,304,Shenzhen FC
I. Altuntas,Ilhan Altuntas,56,67,300000,"RB,CB",CB,Germany,19,182,77,1371,295,Viktoria Köln
C. Peupion,Cameron Peupion,56,73,375000,CAM,CAM,Australia,19,175,76,1491,312,Brighton & Hove Albion
M. Kurt,Mert Kurt,56,72,375000,ST,CAM,Turkey,19,180,73,1412,301,GZT Giresunspor
K. Lloyd,Kieran Lloyd,56,68,325000,"RWB,RB",RWB,England,19,170,70,1396,301,Wigan Athletic
Y. Sunbul,Yahya Sunbul,56,61,220000,"LW,RW",RM,Saudi Arabia,24,175,72,1411,305,Al Raed
S. Cissé,Souleymane Cissé,56,68,325000,CB,CB,France,19,190,82,1250,273,Clermont Foot 63
V. Schwab,Vincent Schwab,56,70,300000,CB,CB,Germany,18,191,73,1260,269,SV Sandhausen
A. Al Hajeri,Abdulrahman Al Hajeri,56,59,170000,"LB,CDM",LWB,Saudi Arabia,26,179,71,1447,313,Al Wehda
R. Ali,Rahim Ali,56,64,325000,"ST,RM",ST,India,22,184,75,1448,315,Chennaiyin FC
Wang Yaopeng,Yaopeng Wang,56,59,160000,CB,CB,China PR,27,187,80,1319,295,Dalian Professional Football Club
H. Mondal,Hira Mondal,56,59,170000,"LB,RB",LB,India,25,167,65,1458,315,Bengaluru FC
D. Bauer,Dominik Bauer,56,66,300000,CB,CB,Germany,19,189,86,1220,268,SV Wehen Wiesbaden
L. Rocrou,Lucas Rocrou,56,67,300000,"RW,ST",ST,France,19,179,67,1411,308,FC Girondins de Bordeaux
T. Magnin,Théo Magnin,56,71,325000,RB,RB,Switzerland,18,171,65,1408,297,Servette FC
L. Pirringuel,Lenny Pirringuel,56,73,350000,CM,RM,France,18,176,72,1480,320,FC Girondins de Bordeaux
I. Lewandowski,Igor Lewandowski,56,65,300000,CDM,CB,Poland,20,176,71,1485,316,Miedź Legnica
N. El Hassani,Nacim El Hassani,56,66,325000,CM,CAM,France,22,176,68,1500,314,Chamois Niortais Football Club
B. Diallo,Baïla Diallo,56,67,300000,"LB,LM",LB,France,21,176,70,1396,300,Clermont Foot 63
M. Kucheriavyi,Maksym Kucheriavyi,56,74,375000,"RW,LW,CAM",LM,Ukraine,20,165,77,1505,310,St. Johnstone FC
J. Pedersen,Jeppe Pedersen,56,66,325000,CM,RM,Denmark,21,181,72,1518,324,Aalborg BK
N. Allen,Noah Allen,56,75,350000,"LB,LWB",LB,United States,18,175,72,1415,309,Inter Miami CF
L. Tagesson,Linus Tagesson,56,71,325000,RB,RWB,Sweden,20,178,67,1388,295,Djurgårdens IF
Duan Yunzi,Yunzi Duan,56,57,170000,ST,ST,China PR,27,180,70,1427,304,Wuhan Three Towns
Z. Labyad,Zinedine Labyad,56,64,325000,"ST,RW",ST,France,22,180,74,1356,284,Grenoble Foot 38
Yang Fan,Fan Yang,56,60,180000,"CB,RB",CB,China PR,26,185,72,1451,315,Tianjin Jinmen Tiger FC
E. King,Eli King,56,72,375000,CM,CAM,Wales,19,188,80,1541,331,Crewe Alexandra
J. Wakeling,Jacob Wakeling,56,62,220000,"ST,LW",ST,England,20,178,76,1439,303,Swindon Town
A. Vitelli,Arthur Vitelli,56,66,300000,CB,CB,France,22,189,81,1247,258,En Avant de Guingamp
J. N'Duquidi,Joseph N'Duquidi,56,78,450000,CM,CM,France,17,185,74,1603,343,FC Metz
J. Hall,Jordon Hall,56,59,170000,CB,CB,England,24,188,82,1281,283,Melbourne City FC
H. Far,Hatim Far,56,68,350000,ST,ST,France,20,179,73,1387,285,Rodez Aveyron Football
S. Brynn,Sol Brynn,56,67,275000,GK,GK,England,21,184,80,882,313,Swindon Town
P. Saathof,Pim Saathof,56,74,350000,"CM,CAM,CDM",CAM,Netherlands,18,177,68,1544,326,Go Ahead Eagles
H. Johansson,Herman Johansson,56,62,230000,"ST,RW",ST,Sweden,24,190,82,1476,322,Mjällby AIF
E. Brierley,Ethan Brierley,56,70,325000,CM,CAM,England,18,173,71,1587,336,Rochdale
Y. Erdoğan,Yusuf Erdoğan,56,65,300000,CDM,CDM,Turkey,22,175,71,1616,332,Fatih Karagümrük S.K.
B. Hockenhull,Ben Hockenhull,56,64,300000,CB,CB,England,20,186,77,1294,290,Tranmere Rovers
L. Jendal,Lars Larsson Jendal,56,63,240000,GK,GK,Norway,23,193,85,851,307,Hamarkameratene
Lim Seung Gyeom,Seung Gyeom Lim,56,59,160000,CB,CB,Korea Republic,27,184,74,1240,265,Sangju Sangmu FC
J. Janneh,Jocelyn Janneh,56,69,325000,CDM,CB,Sierra Leone,19,178,72,1536,322,SC Bastia
L. Bergström,Lucas Bergström,56,73,325000,GK,GK,Finland,19,200,84,874,305,Peterborough United
R. McAlear,Reece McAlear,56,63,275000,"CAM,CM",RM,Scotland,20,185,75,1558,330,Tranmere Rovers
J. Haak,Justin Haak,56,70,350000,CM,CAM,United States,20,184,75,1452,305,New York City FC
A. Amenda,Aurèle Amenda,56,76,375000,CB,CB,Switzerland,18,194,90,1247,282,BSC Young Boys
M. Soosairaj,Michael Soosairaj,56,56,150000,"LM,LB",LM,India,27,174,64,1529,330,Odisha FC
D. Grimes,Dylan Grimes,56,58,190000,"RM,LM,CAM",CAM,Republic of Ireland,24,177,74,1456,312,Drogheda United
Chen Kerui,Kerui Chen,56,59,190000,"CM,ST,CDM",RM,China PR,26,183,73,1522,331,Shandong Taishan
E. Dobbelaere,Ethan Dobbelaere,56,67,300000,"RM,RW,RWB",RM,United States,19,175,64,1392,305,Seattle Sounders FC
Chen Wei,Wei Chen,56,61,170000,GK,GK,China PR,24,188,80,917,299,Shanghai Port FC
D. Majumder,Debjit Majumder,56,56,25000,GK,GK,India,34,175,71,882,308,Chennaiyin FC
B. Hemcke,Benjamin Hemcke,56,68,350000,"RM,CM",CAM,Germany,19,182,76,1485,322,Viktoria Köln
A. Doumbouya,Amadou Doumbouya,56,70,350000,RW,RM,Guinea,19,173,67,1395,306,Djurgårdens IF
P. Kouame,Prince Isaac Kouame,56,69,350000,"RW,LW",RM,Sweden,21,174,65,1424,323,IF Elfsborg
T. Rushesha,Tivonge Rushesha,56,72,350000,"RWB,RB",RWB,Wales,19,163,57,1390,297,Swansea City
F. Díaz,Fernando Díaz,56,63,275000,LB,LB,Paraguay,21,180,73,1359,299,Club Sol de América
Lalruatthara,Lalruatthara Lalruatthara,56,56,140000,"LB,RB,CB",LB,India,27,184,76,1459,318,Odisha FC
H. Anhari,Hamza Anhari,56,70,325000,CAM,CAM,Morocco,18,178,72,1440,305,MSV Duisburg
D. Duncan,Dylan Duncan,56,65,325000,"CM,CAM",CAM,England,23,173,75,1553,336,Finn Harps
N. Bassette,Norman Bassette,56,79,450000,ST,ST,Belgium,17,184,74,1348,287,Stade Malherbe Caen
Zhang Wei,Wei Zhang,56,64,325000,"ST,CB",ST,China PR,22,186,74,1462,314,Hebei FC
M. Iminqari,Mutellip Iminqari,56,68,325000,"RW,CM,LW",RM,China PR,18,186,69,1433,307,Chengdu Rongcheng F.C.
J. Neufville,Josh Neufville,56,64,325000,"RM,LM",ST,England,21,183,73,1389,310,Sutton United
H. Cartwright,Harvey Cartwright,56,69,300000,GK,GK,England,20,191,82,842,302,Peterborough United
B. Kalkan,Berat Kalkan,56,72,375000,"LW,RW",RM,North Macedonia,19,171,65,1401,296,Kasimpaşa SK
D. Dumbravanu,Daniel Dumbravanu,56,65,300000,CB,CB,Moldova,20,192,66,1329,291,APOEL Nicosia FC
R. Zouhir,Rida Zouhir,56,73,350000,"CDM,CM",CAM,Morocco,18,178,72,1574,342,Club de Foot Montréal
K. N'Mai,Kelly N'Mai,56,69,325000,"RW,RM,CAM",RM,Netherlands,18,168,63,1427,307,Salford City
O. Solnørdal,Oscar Solnørdal,56,70,350000,CM,CM,Norway,19,175,72,1529,323,Aalesunds FK
J. McCracken,Jon McCracken,56,66,275000,GK,GK,Scotland,22,185,77,934,324,Bohemian FC
R. Van Hauter,Robbie Van Hauter,56,70,325000,CDM,CDM,Belgium,19,183,69,1479,321,KAA Gent
S. Zawadzki,Sean Zawadzki,56,67,300000,CDM,CB,United States,22,175,72,1492,333,Columbus Crew
N. Al Meqhem,Nasser Al Meqhem,56,57,170000,"LM,CAM",LM,Saudi Arabia,25,170,60,1425,301,Al Adalah
S. Ostrzinski,Silas Ostrzinski,56,75,325000,GK,GK,Germany,18,198,93,866,306,Borussia Dortmund II
C. Üstündag,Cem Üstündag,56,65,325000,CM,CAM,Austria,21,170,61,1517,319,WSG Tirol
M. Jawhar,Mansour Jawhar,56,58,130000,GK,GK,Saudi Arabia,27,178,64,1014,320,Abha Club
A. Dahl,Anders Dahl,56,70,350000,CM,CM,Denmark,20,176,63,1490,315,Silkeborg IF
P. Müller,Pascal Müller,56,70,350000,CM,CAM,Austria,19,176,70,1608,338,RZ Pellets Wolfsberger AC
Wang Xianjun,Xianjun Wang,56,69,325000,CB,CB,China PR,22,185,71,1447,313,Dalian Professional Football Club
Álex Ramos,Alejandro Ramos Rodríguez,56,65,325000,CM,CDM,Spain,22,180,75,1559,331,CD Lugo
Bao Yaxiong,Yaxiong Bao,56,60,160000,GK,GK,China PR,25,192,81,867,293,Hebei FC
T. Hume,Trai Hume,56,69,325000,RB,CB,Northern Ireland,20,180,85,1449,322,Sunderland
O. Al Jadaani,Omar Al Jadaani,56,65,325000,LM,RM,Saudi Arabia,23,166,60,1390,295,Al Ittihad
M. Torlak,Mert Yusuf Torlak,56,70,350000,"CAM,CF",CAM,Germany,19,173,67,1445,297,Aytemiz Alanyaspor
D. Gutierrez,Diego Gutierrez,56,64,325000,"CF,RM",CAM,United States,23,180,65,1368,287,Portland Timbers
G. Cleur,Gabriel Cleur,56,60,190000,RB,RB,Australia,24,181,70,1353,291,Western Sydney Wanderers
G. Dănuleasă,Gabriel Dănuleasă,56,74,350000,CB,CB,Romania,19,187,83,1289,280,FC Farul Constanța
P. Schulte,Patrick Schulte,56,67,275000,GK,GK,United States,21,193,79,819,290,Columbus Crew
Zhang Jinliang,Jinliang Zhang,56,62,200000,"CB,LWB",CB,China PR,23,184,77,1301,278,Guangzhou City
R. Burke,Ryan Burke,56,66,300000,LB,LB,Republic of Ireland,21,177,73,1510,321,Bohemian FC
J. Bauer,Julian Bauer,56,62,190000,GK,GK,Germany,22,190,84,817,304,1. FC Saarbrücken
M. Timlin,Mark Timlin,56,56,150000,LM,LM,Republic of Ireland,27,175,64,1539,314,Finn Harps
E. Osam,Evan Osam,56,59,180000,LB,LB,Republic of Ireland,24,178,70,1443,314,UCD AFC
J. Nowakowski,Jakub Nowakowski,56,67,300000,CM,CM,Poland,20,176,69,1525,321,Radomiak Radom
L. Brooks,Lleyton Brooks,56,66,325000,"RM,LM",RM,Australia,21,179,67,1375,301,Melbourne Victory
M. Søndergaard,Mads Søndergaard,56,69,350000,CM,CAM,Denmark,19,178,65,1488,312,Viborg FF
J. Ægidius,Jonathan Ægidius,56,70,300000,GK,GK,Denmark,20,185,71,862,306,Brøndby IF
S. Liu,Shaoziyang Liu,56,71,300000,GK,GK,China PR,18,190,78,828,301,SK Austria Klagenfurt
N. Tresoldi,Nicolo Tresoldi,56,77,450000,"ST,CF",ST,Italy,17,184,76,1344,292,Hannover 96
L. Zbinden,Leandro Zbinden,56,72,325000,GK,GK,Switzerland,19,187,83,875,311,BSC Young Boys
J. Vetro,Julien Vetro,56,76,400000,ST,CAM,France,18,178,70,1401,300,FC Girondins de Bordeaux
V. Singh,Vikram Singh,56,64,325000,"RM,ST,LM",RM,India,20,173,63,1411,306,Mumbai City FC
D. Tibell,Darrell Kamdem Tibell,56,69,350000,ST,ST,Sweden,20,180,72,1371,299,IFK Norrköping
G. Quilichini,Ghjuvanni Quilichini,56,67,275000,GK,GK,France,19,185,79,809,311,AC Ajaccio
C. Etoga,Cyril Etoga,56,68,325000,"CDM,CM",CB,Cameroon,19,186,71,1474,317,Dijon FCO
M. Singh,Mehtab Singh,56,62,200000,"CB,RB",CB,India,24,180,73,1285,282,Mumbai City FC
L. Schulz,Lasse Schulz,56,71,300000,GK,GK,Finland,19,198,84,817,304,SpVgg Greuther Fürth
K. Szmyt,Kajetan Szmyt,56,66,325000,"LM,RM",RM,Poland,20,171,68,1381,291,Warta Poznań
